id,INCIDENT,FIRST_OCCURENCE_DATE,LAST_OCCURENCE_DATE,REPORTDATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,DISTRICT,PRECINCT,OFFENSE_CODE,OFFENSE_TYPE,OFFENSE_CATEGORY,MJ_RELATION_TYPE,NEIGHBORHOOD
316,2013617295,24-Dec-13,24-Dec-13,24-Dec-13,1705 N FEDERAL BLVD,3133375,1696309,1,121,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",west-colfax
317,2014454832,29-Aug-14,29-Aug-14,29-Aug-14,4668 N GLENCOE ST,3161415,1709765,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
318,2012268023,19-Jun-12,19-Jun-12,19-Jun-12,11975 E 40TH AVE,3182912,1707217,5,512,2399,THEFT - OTHER,Larceny,"INDUSTRY",stapleton
319,201588565,14-Feb-15,14-Feb-15,14-Feb-15,800 PARK AVE,,,9,999,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
320,2014164281,2-Apr-14,2-Apr-14,2-Apr-14,4095 N JACKSON ST,3156492,1707155,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
321,2014206969,24-Apr-14,24-Apr-14,24-Apr-14,6470 E HAMPDEN AVE,3164755,1662939,3,324,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",hampden-south
322,201563664,28-Jan-14,28-Jan-14,2-Feb-15,745 S BRYANT ST,3135510,1681267,4,412,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",athmar-park
323,2015104173,22-Feb-15,23-Feb-15,23-Feb-15,800 PARK AVEW,3144849,1699351,6,621,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
324,2012124878,26-Mar-12,27-Mar-12,27-Mar-12,3814 WALNUT ST,3148591,1705976,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cole
325,2012261143,15-Jun-12,15-Jun-12,16-Jun-12,3950 N HOLLY ST,3162448,1706651,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
326,2016346720,3-Jun-16,,3-Jun-16,6359 E EVANS AVE,3164786,1672602,3,322,3560,DRUG - MARIJUANA SELL,Drug Offenses,"INDUSTRY",virginia-village
327,2012318881,17-Jul-12,17-Jul-12,17-Jul-12,970 S ONEIDA ST,3166714,1679991,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-virginia-vale
328,2013556880,16-Nov-13,16-Nov-13,18-Nov-13,1828 E 36TH AVE,3150379,1704606,2,211,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",cole
329,2012561267,4-Dec-12,4-Dec-12,4-Dec-12,2647 W 38TH AVE,3134904,1705512,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside
330,201240886,30-Jan-12,30-Jan-12,30-Jan-12,3940 N HOLLY ST,3162441,1706598,2,221,1315,MENACING - FELONY W/WEAP,Agg ASLT-Firearm,"INDUSTRY",northeast-park-hill
331,2015664238,12-Nov-15,13-Nov-15,13-Nov-15,1498 N IVANHOE ST,3162683,1694921,2,222,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",montclair
332,201228069,21-Jan-12,21-Jan-12,21-Jan-12,5526 N CRYSTAL WAY,3191252,1715041,5,521,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",montbello
333,2013246203,1-Jun-13,1-Jun-13,1-Jun-13,1015 W EVANS AVE,3140803,1672548,4,422,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",college-view-south-platte
334,2014403977,3-Aug-14,3-Aug-14,3-Aug-14,835 E 50TH AVE,3147226,1712486,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
335,2016810351,21-Dec-16,21-Dec-16,21-Dec-16,432 S BROADWAY ST,3144200,1683431,3,312,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",washington-park-west
336,2015486334,14-Aug-15,16-Aug-15,24-Aug-15,2645 S SANTA FE DR,3141468,1668820,3,313,2399,THEFT - OTHER,Larceny,"INDUSTRY",overland
337,2012199259,12-May-12,,12-May-12,4925 N FEDERAL BLVD,3133326,1711573,1,111,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",regis
338,201688926,8-Feb-16,8-Feb-16,11-Feb-16,1755 S BROADWAY ST,3144171,1674691,3,313,2399,THEFT - OTHER,Larceny,"INDUSTRY",overland
339,2012339216,28-Jul-12,28-Jul-12,28-Jul-12,2640 E 43RD AVE,3153008,1708076,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
340,2012368470,13-Aug-12,13-Aug-12,13-Aug-12,1172 W VIRGINIA AVE,3140410,1682901,4,412,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",athmar-park
341,2012368470,13-Aug-12,13-Aug-12,13-Aug-12,1172 W VIRGINIA AVE,3140410,1682901,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
342,201655300,26-Jan-16,26-Jan-16,26-Jan-16,4801 W COLFAX AVE,3126822,1694938,1,121,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",west-colfax
343,2016103421,18-Feb-16,18-Feb-16,18-Feb-16,1640 E EVANS AVE,3149785,1672387,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",university
344,2015188568,7-Apr-15,7-Apr-15,7-Apr-15,5110 N RACE ST,3150881,1712463,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
345,2015357248,26-Jun-15,,26-Jun-15,1233 W ALAMEDA AVE,3140030,1684375,4,411,2399,THEFT - OTHER,Larceny,"INDUSTRY",valverde
346,2012127752,29-Mar-12,29-Mar-12,29-Mar-12,2291 S KALAMATH ST,3140449,1671192,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte
347,201431559,19-Jan-14,19-Jan-14,19-Jan-14,3995 E 50TH AVE,3156921,1712528,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
348,2012391274,25-Aug-12,,25-Aug-12,1200 BLOCK S LOWELL BLVD,3131049,1678005,4,421,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",mar-lee
349,2013186194,27-Apr-13,27-Apr-13,27-Apr-13,1569 S COLORADO BLVD,3157183,1676049,3,312,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cory-merrill
350,20174380,3-Jan-17,3-Jan-17,3-Jan-17,2020 S BROADWAY ST,3144349,1672869,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park
351,2014129930,14-Mar-14,14-Mar-14,14-Mar-14,1346 W CEDAR AVE,3139304,1684887,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
352,2016481334,30-Jul-16,30-Jul-16,30-Jul-16,1346 W CEDAR AVE,3139304,1684887,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
353,2014363601,13-Jul-14,14-Jul-14,14-Jul-14,2643 N ROSLYN ST,3168490,1700475,5,512,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",stapleton
354,201354149,2-Feb-13,2-Feb-13,2-Feb-13,3032 W 25TH AVE,3133271,1699634,1,121,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",sloan-lake
355,2013179727,22-Apr-13,23-Apr-13,23-Apr-13,3615 DELGANY ST,3146589,1706635,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
356,2014188680,14-Apr-14,15-Apr-14,15-Apr-14,788 N VALLEJO ST,3136962,1690772,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park
357,2012193384,8-May-12,,8-May-12,2300 LAWRENCE ST,3144043,1700323,6,611,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",five-points
358,2014531764,7-Oct-14,7-Oct-14,7-Oct-14,4850 N JACKSON ST,3156736,1711264,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
359,20126005263,13-Jul-12,13-Jul-12,16-Jul-12,2635 WELTON ST,3146524,1700038,2,211,2399,THEFT - OTHER,Larceny,"INDUSTRY",five-points
360,2012185451,4-May-12,4-May-12,4-May-12,1310 N WILLIAMS ST,3150277,1693818,6,622,2202,BURG/AUTO THEFT-RESD W/ FORCE,Burglary,"NON-INDUSTRY",cheesman-park
361,2014232991,7-May-14,7-May-14,7-May-14,750 N UTICA ST,3128035,1690797,1,122,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",villa-park
362,2015172624,30-Mar-15,30-Mar-15,30-Mar-15,80 S PENNSYLVANIA ST,3145914,1685772,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",speer
363,2015433441,31-Jul-15,,31-Jul-15,4975 N VASQUEZ BLVD,3155551,1711955,2,212,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",elyria-swansea
364,2014132168,15-Mar-14,,15-Mar-14,3307 N DAHLIA ST,3159593,1703459,2,221,1313,ASSAULT - SIMPLE,Simple Assault,"NON-INDUSTRY",northeast-park-hill
365,2013396511,21-Aug-13,,21-Aug-13,2110 S BROADWAY ST,3144412,1672328,3,313,7399,ACCESSORY/CONSPIRACY TO CRIME,All Other Crimes,"NON-INDUSTRY",rosedale
366,2016374732,15-Jun-16,15-Jun-16,15-Jun-16,1955 S QUINCE ST,3168493,1673457,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",indian-creek
367,2012109053,17-Mar-12,17-Mar-12,17-Mar-12,3460 W 32ND AVE,3131090,1702734,1,113,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",west-highland
368,2015519245,8-Sep-15,8-Sep-15,8-Sep-15,2020 S BROADWAY ST,3144349,1672869,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park
369,2014164303,2-Apr-14,2-Apr-14,2-Apr-14,4620 N PEORIA ST,3183815,1709739,5,521,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montbello
370,2012576145,13-Dec-12,13-Dec-12,13-Dec-12,5926 E COLFAX AVE,3163489,1694951,2,222,2399,THEFT - OTHER,Larceny,"INDUSTRY",montclair
371,2013133608,24-Mar-13,24-Mar-13,24-Mar-13,1133 S BANNOCK ST,3143409,1678844,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
372,2014287516,5-Jun-14,5-Jun-14,5-Jun-14,8275 E COLFAX AVE,3170963,1695161,2,223,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",east-colfax
373,2013486500,9-Oct-13,9-Oct-13,9-Oct-13,4945 N PEARL ST,3146045,1711810,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
374,2014558417,20-Oct-14,,20-Oct-14,4900 BLOCK N BLACKHAWK WAY,3187910,1711722,5,521,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",montbello
375,2016485312,31-Jul-16,1-Aug-16,1-Aug-16,3481 S FENTON ST,3123917,1663364,4,423,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",bear-valley
376,201439276,23-Jan-14,23-Jan-14,23-Jan-14,1150 W 5TH AVE,3140067,1689001,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker
377,2012467134,13-Oct-12,13-Oct-12,13-Oct-12,4401 N ZENOBIA ST,3125813,1708103,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",berkeley
378,2012433617,18-Sep-12,18-Sep-12,18-Sep-12,9206 E HAMPDEN AVE,3174408,1662984,3,324,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",hampden-south
379,2012171386,26-Apr-12,26-Apr-12,26-Apr-12,2511 17TH ST,3138243,1701952,1,113,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",highland
380,201470613,10-Feb-14,10-Feb-14,10-Feb-14,4573 N PECOS ST,3138586,1709180,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside
381,2016616641,26-Sep-16,26-Sep-16,26-Sep-16,7289 E HAMPDEN AVE,3167907,1663479,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",hampden
382,2013212559,12-May-13,12-May-13,12-May-13,310O BLOCK N COLORADO BLVD,3157429,1688090,3,321,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",hilltop
383,201458037,3-Feb-14,3-Feb-14,3-Feb-14,2420 S COLORADO BLVD,3157568,1670426,3,314,1316,THREATS TO INJURE,All Other Crimes,"INDUSTRY",university-hills
384,2012202643,14-May-12,14-May-12,14-May-12,3000 N GLENCOE ST,3161525,1702350,2,221,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",north-park-hill
385,2012132359,31-Mar-12,,31-Mar-12,1000 BLOCK N SHERMAN ST,3144990,1692009,6,623,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",capitol-hill
386,2012491723,22-Oct-12,22-Oct-12,22-Oct-12,1005 N FEDERAL BLVD,3133440,1692262,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",villa-park
387,2015222053,23-Apr-15,23-Apr-15,23-Apr-15,1126 S SHERIDAN BLVD,3125821,1678730,4,421,2399,THEFT - OTHER,Larceny,"INDUSTRY",mar-lee
388,2014233790,7-May-14,8-May-14,8-May-14,4945 N PEARL ST,3146045,1711810,1,112,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",globeville
389,201348828,30-Jan-13,30-Jan-13,30-Jan-13,20372 E 40TH PL,3210589,1706672,5,523,2308,THEFT - FROM BLDG,Larceny,"NON-INDUSTRY",gateway-green-valley-ranch
390,2015155785,21-Mar-15,,21-Mar-15,3801 E 40TH AVE,3156781,1706981,2,212,1202,ROBBERY - BUSINESS,Robbery-Business,"NON-INDUSTRY",elyria-swansea
391,2014677313,22-Dec-14,,22-Dec-14,3600 MORRISON RD,3130796,1683641,4,412,3560,DRUG - MARIJUANA SELL,Drug Offenses,"NON-INDUSTRY",westwood
392,2014677313,22-Dec-14,,22-Dec-14,3600 MORRISON RD,3130796,1683641,4,412,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",westwood
393,2012184828,4-May-12,4-May-12,4-May-12,4101 E WESLEY AVE,3157833,1670764,3,314,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",university-hills
394,2012569750,8-Dec-12,8-Dec-12,9-Dec-12,1705 N FEDERAL BLVD,3133375,1696309,1,121,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",west-colfax
395,2014619701,21-Nov-14,21-Nov-14,21-Nov-14,395 N YUMA ST,3136294,1688197,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
396,2012476051,13-Oct-12,13-Oct-12,13-Oct-12,3995 E 50TH AVE,3156921,1712528,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
397,2015466541,15-Aug-15,15-Aug-15,15-Aug-15,16TH ST / BLAKE ST,3140818,1698657,6,612,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",union-station
398,2014244236,14-May-14,14-May-14,14-May-14,4125 N ELATI ST,3142294,1706924,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
399,201239342,27-Jan-12,,29-Jan-12,1538 WAZEE ST,3140492,1698688,6,612,2399,THEFT - OTHER,Larceny,"INDUSTRY",union-station
400,2015720013,11-Dec-15,,11-Dec-15,1331 19TH ST,3142159,1699423,6,612,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",union-station
401,2013628003,19-Nov-13,31-Dec-13,31-Dec-13,13400 E ALBROOK DR,3186238,1708675,5,521,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",montbello
402,2016246875,20-Apr-16,21-Apr-16,21-Apr-16,4500 N WASHINGTON ST,3146519,1708969,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
403,2015599317,14-Oct-15,14-Oct-15,14-Oct-15,746 S WOLFF ST,3127153,1681439,4,412,1315,AGGRAVATED ASSAULT,Agg ASLT-Firearm,"NON-INDUSTRY",westwood
404,2015747230,26-Dec-15,26-Dec-15,26-Dec-15,4550 S KIPLING ST,3110151,1655944,4,423,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",marston
405,2012528763,13-Nov-12,13-Nov-12,13-Nov-12,5515 N TULSA WAY,3185781,1714847,5,521,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",montbello
406,2014177576,8-Apr-14,9-Apr-14,9-Apr-14,527 E MISSISSIPPI AVE,3145981,1679128,3,312,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-park-west
407,2016233567,14-Apr-16,15-Apr-16,15-Apr-16,6666 E STAPLETON S DR,3165497,1708664,2,221,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",northeast-park-hill
408,201278451,25-Feb-12,26-Feb-12,26-Feb-12,1568 S FEDERAL BLVD,3133861,1675958,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
409,201598053,19-Feb-15,,19-Feb-15,5141 N FRANKLIN ST,3148845,1712616,1,112,2399,THEFT - OTHER,Larceny,"INDUSTRY",elyria-swansea
410,2014141328,15-Mar-14,19-Mar-14,19-Mar-14,1600 BLOCK S ACOMA ST,3143908,1675405,3,313,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",overland
411,2012237881,3-Jun-12,3-Jun-12,3-Jun-12,1660 E 40TH AVE,3149731,1706807,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cole
412,2013353292,26-Jul-13,,29-Jul-13,5195 E 39TH AVE,3160986,1706496,2,221,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",northeast-park-hill
413,2014164928,2-Apr-14,,3-Apr-14,440 S HOLLY ST,3162634,1683504,3,322,3563,DRUG - MARIJUANA CULTIVATION,Drug Offenses,"NON-INDUSTRY",washington-virginia-vale
414,2016324309,24-May-16,,24-May-16,12525 E ALBROOK DR,3184585,1710532,5,521,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",montbello
415,2012392102,26-Aug-12,26-Aug-12,26-Aug-12,3303 E 42ND AVE,3155012,1707716,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
416,2013421781,3-Sep-13,3-Sep-13,4-Sep-13,1285 S BANNOCK ST,3143361,1677790,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
417,2013625309,29-Dec-13,,29-Dec-13,970 N LINCOLN ST,3144639,1691795,6,623,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",capitol-hill
418,2013205316,8-May-13,8-May-13,8-May-13,N CARSON ST / N CRYSTAL WAY,3191037,1715160,5,521,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",montbello
419,20123052,3-Jan-12,3-Jan-12,3-Jan-12,3995 E 50TH AVE,3156921,1712528,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
420,2012121036,24-Mar-12,,24-Mar-12,1499 N BROADWAY ST,3144130,1694794,6,611,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",civic-center
421,2012233813,1-Jun-12,1-Jun-12,1-Jun-12,5231 N MONROE ST,3155803,1714030,2,212,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",elyria-swansea
422,2014150699,24-Mar-14,24-Mar-14,24-Mar-14,3801 N JASON ST,3140598,1705540,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside
423,2015365314,29-Jun-15,,30-Jun-15,E 37TH AVE / N FRANKLIN ST,3149432,1705119,2,211,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",cole
424,2014185242,12-Apr-14,12-Apr-14,12-Apr-14,4607 W TENNESSEE AVE,3127628,1679392,4,412,1006,KIDNAP - ADULT VICTIM,All Other Crimes,"NON-INDUSTRY",westwood
425,2013410970,29-Aug-13,29-Aug-13,29-Aug-13,2891 S UNIVERSITY BLVD,3152040,1667351,3,313,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",university
426,2012306260,10-Jul-12,,10-Jul-12,5702 E COLFAX AVE,3162682,1694930,2,222,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",montclair
427,2016744261,20-Nov-16,20-Nov-16,20-Nov-16,4359 N CLAUDE CT,3151618,1708543,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
428,2014261528,22-May-14,23-May-14,23-May-14,4975 N VASQUEZ BLVD,3155551,1711955,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
429,2012494156,18-Sep-12,18-Sep-12,23-Oct-12,18TH ST / LARIMER ST,3141987,1698858,6,612,2404,THEFT - OF MOTOR VEHICLE,Auto Theft,"NON-INDUSTRY",union-station
430,2012426772,13-Sep-12,14-Sep-12,14-Sep-12,5378 N BILLINGS ST,3189266,1713829,5,521,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",montbello
431,2014162964,31-Mar-14,31-Mar-14,31-Mar-14,3509 N MONACO ST,3164947,1704417,2,221,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",northeast-park-hill
432,2012170316,25-Apr-12,25-Apr-12,25-Apr-12,5110 N RACE ST,3150881,1712463,2,212,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",elyria-swansea
433,2015168873,28-Mar-15,,28-Mar-15,1617 W 12TH AVE,3138204,1693133,1,123,5312,DISTURBING THE PEACE,All Other Crimes,"INDUSTRY",lincoln-park
434,2016371417,13-Jun-16,13-Jun-16,13-Jun-16,1341 S HUMBOLDT ST,3149083,1677421,3,312,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",washington-park
435,2015395504,13-Jul-15,13-Jul-15,13-Jul-15,E ELK PL / N CRYSTAL ST,3188411,1709742,5,521,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",montbello
436,2015415182,23-Jul-15,23-Jul-15,23-Jul-15,3980 N FRANKLIN ST,3149505,1706752,2,211,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",cole
437,2015660215,11-Nov-15,11-Nov-15,11-Nov-15,80 S PENNSYLVANIA ST,3145914,1685772,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",speer
438,2012485031,18-Oct-12,18-Oct-12,18-Oct-12,20723 E 43RD AVE,3211444,1708214,5,523,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",gateway-green-valley-ranch
439,2013286991,24-Jun-13,24-Jun-13,24-Jun-13,819 N STUART ST,3128525,1691030,1,122,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",villa-park
440,2015229394,27-Apr-15,27-Apr-15,27-Apr-15,20731 E 48TH PL,3212140,1710884,5,523,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",gateway-green-valley-ranch
441,2013116033,12-Mar-13,12-Mar-13,12-Mar-13,5300 N CROWN BLVD,3190128,1713785,5,521,1315,AGGRAVATED ASSAULT,Agg ASLT-Firearm,"NON-INDUSTRY",montbello
442,2015439946,2-Aug-15,,3-Aug-15,1201 20TH ST,3142928,1699409,6,612,1316,THREATS TO INJURE,All Other Crimes,"INDUSTRY",five-points
443,2015645575,4-Nov-15,4-Nov-15,4-Nov-15,2645 S SANTA FE DR,3141468,1668820,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
444,2015463798,13-Aug-15,13-Aug-15,14-Aug-15,1240 S BANNOCK ST,3143559,1678125,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
445,2016524713,18-Aug-16,18-Aug-16,18-Aug-16,4975 N VASQUEZ BLVD,3155551,1711955,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
446,2015158307,22-Mar-15,,22-Mar-15,3030 S FEDERAL BLVD,3133879,1666147,4,422,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",college-view-south-platte
447,2012173781,26-Apr-12,27-Apr-12,27-Apr-12,1135 W CUSTER PL,3140611,1682797,4,412,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",athmar-park
448,2012192389,7-May-12,8-May-12,8-May-12,3867 N TENNYSON ST,3128077,1705807,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",berkeley
449,2012419410,10-Sep-12,10-Sep-12,10-Sep-12,3722 CHESTNUT PL,3146815,1707045,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
450,2013345446,25-Jul-13,25-Jul-13,25-Jul-13,2910 S BRYANT ST,3135781,1666841,4,422,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",college-view-south-platte
451,2013275216,18-Jun-13,18-Jun-13,18-Jun-13,7380 E COLFAX AVE,3167983,1694958,2,223,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",east-colfax
452,2016193931,29-Mar-16,29-Mar-16,29-Mar-16,1406 W 38TH AVE,3139631,1705430,1,113,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",highland
453,2012128156,27-Mar-12,29-Mar-12,29-Mar-12,2999 S MADISON ST,3155760,1666841,3,314,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",wellshire
454,2012313463,14-Jul-12,14-Jul-12,14-Jul-12,5670 E EVANS AVE,3162914,1672392,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",goldsmith
455,2014673549,20-Dec-14,20-Dec-14,20-Dec-14,74 N FEDERAL BLVD,3133707,1686718,4,411,1006,KIDNAP - ADULT VICTIM,All Other Crimes,"INDUSTRY",valverde
456,2014154445,27-Mar-14,27-Mar-14,27-Mar-14,1911 S BROADWAY ST,3144086,1673620,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
457,2013625883,30-Dec-13,30-Dec-13,30-Dec-13,120 S KALAMATH ST,3140718,1685493,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker
458,201524323,13-Jan-15,13-Jan-15,13-Jan-15,742 N RALEIGH ST,3128967,1690774,1,122,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",villa-park
